callsign,originCountry,lat,lon,alt,vel,dir,cat
N715MH  ,United States,40.0195,-123.2269,3048.0,66.07,319.74,0
EZY34LD ,United Kingdom,47.8105,4.1724,10355.58,199.82,323.69,0
N5128D  ,United States,27.8872,-82.0354,510.54,48.38,358.17,0
JBU387  ,United States,43.1961,-73.135,8442.96,215.24,286.1,0
N192JK  ,United States,34.6667,-87.4984,2727.96,93.52,174.63,0
FFT1047 ,United States,37.5087,-84.7017,10134.6,243.11,177.21,0
,United States,23.6446,114.2346,5715.0,173.08,81.8,0
AAL128  ,United States,44.055,-112.3091,11879.58,248.29,121.62,0
N215EL  ,United States,27.4095,-82.5399,129.54,30.63,220.91,0
SDE755  ,Canada,37.3144,-113.8756,12496.8,288.99,25.74,0
JBU784  ,United States,35.4325,-77.5377,10668.0,254.85,38.44,0
N29BY   ,United States,38.9217,-113.0404,7315.2,126.29,195.11,0
FIN1AK  ,Finland,60.0948,17.9107,11887.2,242.58,79.74,0
N26789  ,United States,37.1645,-83.7322,2743.2,71.77,69.88,0
,Taiwan,37.782,-125.4729,10668.0,297.42,121.49,0
FIN50F  ,Finland,52.3288,6.5246,9144.0,255.78,221.74,0
FIN2L   ,Finland,55.6687,11.7166,11582.4,228.37,230.39,0
FIN65M  ,Finland,60.2807,25.416,4122.42,144.38,11.51,0
BTI8MT  ,Latvia,56.9491,23.9753,-30.48,67.67,185.23,0
DAL1500 ,United States,33.3104,-83.9656,2324.1,141.14,314.7,0
N64249  ,United States,34.435,-117.5946,2560.32,42.2,315.99,0
BTI860  ,Latvia,59.1207,24.6211,2377.44,171.07,56.41,0
ACA610  ,Canada,44.63,-71.0571,11277.6,266.91,83.03,0
MXD194  ,Malaysia,2.5475,102.0276,2103.12,124.67,253.21,0
UAL805  ,United States,37.3952,126.5133,388.62,72.66,324.51,0
N337KK  ,United States,35.1727,-97.4834,457.2,30.11,213.15,0
VXP950  ,United States,35.8684,-77.4973,10965.18,211.3,218.38,0
N64269  ,United States,45.8882,-122.8956,647.7,36.44,166.94,0
VXP455  ,United States,34.709,-77.6547,2392.68,138.34,173.17,0
HKS153  ,Norway,59.413,4.364,723.9,81.64,138.58,0
SKW4720 ,United States,40.7616,-110.1924,9570.72,227.51,99.63,0
ASA508  ,United States,46.2525,-104.6079,10934.7,242.86,112.55,0
FPO4RQ  ,France,49.4184,15.6198,8039.1,219.62,288.43,0
FPO8RB  ,France,59.639,17.929,,0.0,208.12,0
AAL1696 ,United States,35.2953,-81.1783,3055.62,167.08,109.05,0
FPO3JU  ,France,45.4942,12.3378,-68.58,60.46,42.24,0
N300CR  ,United States,39.8749,-82.9827,12192.0,218.49,262.42,0
N244US  ,United States,60.5654,-151.2471,,1.29,222.19,0
ASA1257 ,United States,42.0362,-120.3849,9761.22,254.45,348.69,0
N911CP  ,United States,38.6532,-90.196,327.66,40.85,106.84,0
FPO8SN  ,France,52.6992,-8.9809,609.6,69.58,293.53,0
N37TD   ,United States,30.4166,-89.9942,2004.06,149.39,160.07,0
ACA693  ,Canada,44.7164,-77.9462,8618.22,157.42,240.0,0
AMX481  ,United States,36.0853,-115.1329,,0.0,0.0,0
SKW4639 ,United States,37.620400000000004,-122.3838,,4.89,298.12,0
CXK367  ,United States,44.7818,-93.8962,1775.46,45.4,109.87,0
N4656V  ,United States,38.8272,-90.8341,487.68,54.33,245.38,0
SKW5571 ,United States,37.4742,-122.1528,1120.14,98.09,344.8,0
SWA4027 ,United States,41.3867,-95.3922,10363.2,204.19,263.05,0
N816RD  ,United States,40.3344,-105.1689,2186.94,35.52,169.99,0
ACA2077 ,Canada,45.9474,-72.1619,4389.12,169.22,223.4,0
JZA7779 ,Canada,49.1989,-123.1855,,7.72,188.44,0
ASH6044 ,United States,32.6108,-86.8534,10668.0,271.99,67.66,0
JAF48J  ,Belgium,38.4372,-4.8743,11277.6,246.46,198.62,0
N5522C  ,United States,33.4653,-111.7201,426.72,39.21,231.93,0
DAL1961 ,United States,18.4337,-66.05,243.84,72.03,90.82,0
CAL6842 ,Taiwan,14.4614,119.4404,8907.78,248.71,312.4,0
N172DR  ,United States,39.1152,-77.5564,411.48,57.31,101.92,0
CMP812  ,Panama,36.0961,-76.3604,10363.2,215.22,208.4,0
N337MB  ,United States,29.3432,-95.4188,2438.4,103.88,150.64,0
WCP320  ,United States,27.4015,-80.4524,495.3,57.51,21.52,0
UAL2481 ,United States,39.8735,-104.9942,11277.6,260.71,67.74,0
N124LT  ,United States,35.1321,-119.7792,2606.04,145.75,61.08,0
ACA141  ,Canada,50.9607,-107.9614,10972.8,196.81,282.84,0
DAL3013 ,United States,38.9929,-84.6412,777.24,100.1,167.54,0
SWA2562 ,United States,41.3452,-96.9386,4975.86,204.65,71.38,0
FFT4918 ,United States,38.1834,-120.2174,9448.8,268.3,76.92,0
ACA592  ,Canada,43.3439,-80.6765,5334.0,207.57,62.23,0
N966UB  ,United States,30.8367,-95.4425,2423.16,110.59,164.35,0
AAL2620 ,United States,27.8263,-80.8993,10066.02,220.99,340.13,0
N577PW  ,United States,34.8917,-82.2216,472.44,73.63,213.02,0
THY7CG  ,Turkey,40.9746,28.8819,1257.3,131.44,266.41,0
ANA212  ,Japan,49.6538,13.2375,9448.8,238.52,107.58,0
N728AM  ,United States,33.4602,-84.0345,609.6,55.49,342.74,0
N39EH   ,United States,33.0019,-81.0484,5623.56,94.0,7.86,0
N447SC  ,United States,35.4317,-119.5984,4236.72,86.9,304.63,0
SWA1838 ,United States,34.3917,-78.8839,10363.2,213.08,215.07,0
AVA060  ,United States,5.595,-75.6846,8778.24,240.79,311.97,0
ASI115  ,United States,33.2725,-111.8092,,0.0,165.94,0
JIA5295 ,United States,34.2097,-86.1718,5227.32,185.53,232.21,0
N911ET  ,United States,32.7483,-96.5945,769.62,68.05,286.24,0
N518AF  ,United States,32.3334,-111.261,1943.1,63.44,337.59,0
ASA8    ,United States,38.7482,-77.8057,3901.44,162.56,50.26,0
SLH816  ,United States,38.67,-93.4771,6949.44,164.69,311.71,0
N46709  ,United States,29.0462,-81.3118,175.26,36.93,108.69,0
N129FR  ,United States,42.3617,-71.4833,1920.24,45.52,214.41,0
THY58   ,Turkey,20.063,90.4151,10668.0,248.99,127.11,0
,Kingdom of the Netherlands,47.5931,7.5355,,0.13,348.75,0
DAL2558 ,United States,43.6557,-77.8903,10058.4,267.61,105.61,0
JIA5568 ,United States,35.3546,-84.9534,10668.0,277.84,50.71,0
QTR98P  ,Qatar,39.1512,-77.3574,1280.16,130.68,179.32,0
LFA545  ,United States,28.8876,-81.3687,464.82,55.05,90.54,0
SWA1793 ,United States,34.2857,-109.5544,10058.4,291.85,67.73,0
UCA4243 ,United States,38.6597,-78.6805,4526.28,201.78,72.95,0
TAM3517 ,Brazil,-22.6213,-43.5303,1943.1,108.4,155.02,0
ERU25   ,United States,34.5646,-112.5096,2880.36,59.06,322.43,0
N678RS  ,United States,36.1322,-88.326,4556.76,217.25,112.56,0
THY9UH  ,Turkey,41.4803,27.9634,4061.46,147.48,96.21,0
SCX9050 ,United States,27.7828,-97.8414,12192.0,222.34,194.2,0
N26988  ,United States,32.7239,-111.086,3444.24,65.01,140.14,0
QTR838  ,Qatar,18.9811,86.1636,10668.0,255.39,102.33,0
THY657  ,Turkey,37.1216,13.6458,10363.2,219.0,252.5,0
KOW102  ,United States,40.628,-73.5676,14325.6,275.05,32.08,0
EJA570  ,United States,42.3743,-71.0217,,0.0,312.19,0
N821AD  ,United States,42.852,-84.9441,6096.0,88.54,268.0,0
AXM8560 ,Malaysia,3.4281,103.4735,9578.34,229.57,59.12,0
ACA166  ,Canada,52.3846,-105.6896,9456.42,264.49,102.47,0
NKS2074 ,United States,39.2274,-95.2428,11285.22,286.66,81.43,0
UAL1852 ,United States,28.6688,-96.1904,8961.12,222.78,214.94,0
BAW47AT ,United Kingdom,49.3467,-1.6506,9799.32,193.44,349.74,0
UAL1672 ,United States,37.0728,-109.338,10668.0,266.53,58.98,0
UAL2120 ,United States,42.8177,-82.6146,10363.2,196.25,280.57,0
EUL5R   ,Germany,48.8561,10.6961,5356.86,161.91,133.84,0
N39CL   ,United States,33.6434,-117.9762,121.92,59.93,304.51,0
ASA335  ,United States,44.6615,-99.1052,10363.2,225.49,281.18,0
N9185H  ,United States,45.6256,-122.3812,327.66,41.75,356.47,0
RMY3091 ,Malaysia,22.2315,114.0843,2004.06,131.71,179.33,0
PDT5971 ,United States,34.9256,-80.9419,1539.24,106.89,355.03,0
RPA4685 ,United States,35.8039,-78.9477,1783.08,128.74,272.52,0
SWA4752 ,United States,38.0851,-89.7299,11277.6,220.4,9.13,0
LCO1502 ,United States,25.7872,-80.2516,426.72,99.78,101.6,0
AAL2018 ,United States,37.4199,-112.6937,10058.4,244.14,56.78,0
SWA763  ,United States,31.7333,-115.551,12496.8,244.5,133.81,0
AAL1851 ,United States,41.8984,-87.2143,7620.0,226.26,228.23,0
N721MB  ,United States,43.7028,-96.9805,8229.6,155.47,51.04,0
CXK556  ,United States,33.3031,-117.4843,1798.32,51.01,311.73,0
UYV     ,Australia,-34.1026,148.2244,1912.62,103.31,45.4,0
DAL1957 ,United States,27.7296,-80.8399,10668.0,232.29,339.52,0
N739ZN  ,United States,39.8078,-104.5739,1889.76,43.8,40.24,0
N739ZP  ,United States,39.7195,-104.5444,1973.58,50.53,125.47,0
AAL2028 ,United States,40.0194,-76.5092,9753.6,201.95,238.86,0
JRE714  ,United States,35.6367,-77.5737,5486.4,159.33,20.01,0
VOI3183 ,United States,32.4855,-116.8017,929.64,89.17,293.46,0
CKS818  ,United States,51.6758,-109.1206,12192.0,228.24,301.07,0
QFA1972 ,Australia,-35.2615,139.8341,7124.7,220.17,93.89,0
N1372E  ,United States,40.8333,-112.0335,1965.96,38.58,126.87,0
N739ZU  ,United States,28.0375,-80.692,487.68,48.84,336.41,0
ASA1259 ,United States,47.4743,-122.3177,259.08,74.6,180.4,0
DAL2503 ,United States,38.5058,-76.2056,10058.4,244.28,37.64,0
QFA1926 ,Australia,-34.6335,139.1491,5059.68,186.36,63.79,0
ASH6067 ,United States,39.2035,-78.2084,3284.22,191.2,124.03,0
QFA1962 ,Australia,-30.0657,152.8381,10058.4,209.58,17.28,0
N574TM  ,United States,46.1712,-96.7986,640.08,56.16,155.08,0
N989BE  ,United States,32.8649,-103.2015,1805.94,82.94,135.5,0
N59CF   ,United States,44.3297,17.3252,12496.8,248.88,136.34,0
AXM79   ,Malaysia,12.7346,98.9265,10363.2,235.84,332.6,0
EAI59LD ,Ireland,54.9744,-4.5503,3657.6,152.14,215.09,0
N624CJ  ,United States,29.5887,-81.4665,655.32,58.77,113.2,0
N922PB  ,United States,37.1987,-121.7424,1668.78,75.47,281.0,0
CGJKI   ,Canada,33.2409,-77.8025,12496.8,229.91,8.49,0
UAL881  ,United States,47.0353,-97.532,10355.58,231.42,300.9,0
SWA2918 ,United States,32.6137,-109.2705,10972.8,199.86,286.76,0
UAL39   ,United States,37.7851,-122.9025,9136.38,247.52,338.29,0
SWA3024 ,United States,33.6759,-117.9506,883.92,91.92,287.93,0
JNA002  ,Republic of Korea,37.427,126.4505,68.58,71.23,324.7,0
N734TS  ,United States,33.1291,-117.2747,68.58,8.73,225.0,0
DAL939  ,United States,35.9715,-114.9847,11277.6,257.78,67.22,0
ASP827  ,Canada,37.8164,-119.4701,13716.0,222.92,167.47,0
DAL1668 ,United States,45.7373,-121.7333,11437.62,202.49,168.72,0
N990MF  ,United States,39.5148,-86.5948,10134.6,218.81,30.36,0
N697EC  ,United States,35.1763,-80.6916,7490.46,210.51,7.16,0
N537LB  ,United States,33.9049,-101.8955,1935.48,90.1,2.29,0
JAL061  ,Japan,35.4834,-121.0839,10972.8,215.66,311.91,0
TWY58   ,United States,48.079,-114.3425,13716.0,218.88,219.56,0
N64303  ,United States,31.9594,-87.5757,1828.8,55.07,229.17,0
DAL981  ,United States,31.4213,-82.619,10363.2,275.57,137.19,0
EFW3XB  ,United Kingdom,44.5677,-3.7206,10363.2,197.16,13.27,0
SWA3762 ,United States,28.7948,-87.1138,10972.8,210.15,293.36,0
EFW5JA  ,United Kingdom,48.8512,-2.6181,9753.6,197.99,37.82,0
N950V   ,United States,37.992,-98.3771,2552.7,90.04,299.05,0
FDX14   ,United States,60.7728,-152.4915,5707.38,204.14,76.59,0
ASH6127 ,United States,42.904,-87.9023,381.0,63.23,7.01,0
ASH6011 ,United States,38.9489,-77.4406,,0.0,205.31,0
N5187J  ,United States,33.9563,-90.7677,137.16,42.53,302.15,0
DAL2091 ,United States,41.4717,-81.7598,861.06,80.2,251.68,0
WJA1237 ,Canada,42.3084,-79.3504,8625.84,216.48,3.54,0
DAL946  ,United States,32.0915,-106.0454,10972.8,200.92,285.14,0
EZY613G ,United Kingdom,54.9202,-5.1148,3627.12,184.35,214.31,0
VOI1714 ,Mexico,32.5685,-115.4942,10363.2,221.67,302.1,0
TUAF190 ,Turkey,36.1083,30.8221,10363.2,217.17,358.51,0
N916AA  ,United States,36.3651,-90.1473,13716.0,215.49,273.7,0
XAAIG   ,Mexico,37.3929,-97.8733,3611.88,180.79,36.09,0
EJM216  ,United States,38.6318,-114.2627,11887.2,247.98,139.04,0
RPA3687 ,United States,38.8115,-75.222,7315.2,199.95,207.42,0
N629KA  ,United States,33.1613,-80.0148,5196.84,149.54,49.18,0
N697FT  ,United States,34.2433,-116.977,2438.4,60.41,85.11,0
EZY16VN ,United Kingdom,52.3798,-1.7993000000000001,1463.04,137.86,145.18,0
SWA2153 ,United States,35.2979,-118.9931,9448.8,215.94,155.51,0
WUK721  ,United Kingdom,48.2729,21.1012,10972.8,258.65,297.74,0
FFT1964 ,United States,36.7603,-107.7453,10668.0,265.21,105.41,0
EZY83RB ,United Kingdom,44.562,-5.8765,11582.4,207.55,16.41,0
KLM975  ,United Kingdom,52.6934,4.1336,6416.04,184.96,293.78,0
N523ND  ,United States,29.3144,-81.1213,320.04,53.92,262.87,0
N251WF  ,United States,39.1627,-77.1566,243.84,31.82,309.09,0
N537GS  ,United States,33.5482,-81.1713,1783.08,116.65,17.72,0
TOM25H  ,United Kingdom,36.8046,28.6604,10972.8,227.38,319.68,0
N238SP  ,United States,39.5878,-104.8543,1798.32,36.07,176.73,0
TCF629  ,United States,27.5115,-80.798,944.88,58.79,4.01,0
RPA4614 ,United States,41.791,-95.3615,5334.0,188.11,43.78,0
DAL1250 ,United States,30.2035,-97.6619,,6.17,270.0,0
TGW808  ,Singapore,33.4348,138.9171,11887.2,275.74,44.7,0
GRP17   ,United States,36.0945,-115.1609,,3.09,354.38,0
N7574J  ,United States,38.1562,-76.7716,640.08,55.68,253.91,0
N719ND  ,United States,47.559,-97.2478,1310.64,26.87,185.49,0
ENY3419 ,United States,22.5459,-72.8463,10972.8,234.12,294.54,0
AAL2353 ,United States,37.5134,-111.4566,11277.6,248.57,104.87,0
ASA1144 ,United States,43.4788,-121.4563,11277.6,216.85,170.72,0
NKS1030 ,United States,37.3212,-77.4724,8839.2,231.97,22.7,0
UAL455  ,United States,31.9865,-83.4714,9448.8,271.03,153.87,0
RPA5785 ,United States,40.7723,-73.86,,0.64,123.75,0
EJA600  ,United States,42.0258,-87.5279,1219.2,99.8,169.91,0
SWA2296 ,United States,34.926,-116.2943,8587.74,227.16,227.2,0
ERU471  ,United States,29.1718,-81.0795,45.72,31.75,63.02,0
N101VK  ,United States,29.8198,-97.2195,1036.32,49.05,80.34,0
DAL2099 ,United States,30.5763,-94.8735,4975.86,199.21,32.66,0
N4507N  ,United States,30.6418,-97.6809,518.16,56.63,2.08,0
DAL2848 ,United States,32.7527,-96.7492,807.72,83.67,315.0,0
N233LS  ,United States,34.2014,-118.4897,304.8,50.51,176.5,0
ASV582  ,Republic of Korea,35.7647,126.9648,8374.38,224.87,1.31,0
N850GV  ,United States,27.9908,-98.7095,7315.2,148.36,182.98,0
EJA231  ,United States,30.2973,-98.2366,10355.58,217.73,284.36,0
UAL407  ,United States,37.066,-78.2064,10363.2,236.87,40.33,0
N5169E  ,United States,41.3637,-74.4284,1036.32,62.35,25.93,0
EJA424  ,United States,34.6207,-120.1729,1943.1,104.73,100.76,0
CXK133  ,United States,40.1381,-111.9989,2743.2,36.54,260.27,0
AAL1578 ,United States,42.6883,-75.8666,11285.22,267.87,87.03,0
N9406J  ,United States,33.0472,-116.9899,853.44,47.73,82.57,0
SWA1025 ,United States,27.6136,-80.8791,4312.92,179.3,328.13,0
N330PE  ,United States,36.011,-109.3001,5791.2,129.87,59.27,0
ZKEIR   ,New Zealand,-39.6825,176.804,487.68,44.19,77.91,0
TGNDF   ,Guatemala,14.5042,-90.5604,1463.04,45.1,55.22,0
WML52   ,United States,35.9509,-78.7729,9890.76,176.51,23.35,0
KAL946  ,Republic of Korea,43.0971,23.78,10058.4,267.64,91.76,0
KAL908  ,Republic of Korea,48.5753,17.55,10058.4,231.0,123.83,0
N13020  ,United States,33.7336,-117.0172,,1.03,177.19,0
XFL150  ,United States,42.4679,-71.2582,213.36,62.86,278.0,0
AAL274  ,United States,35.8266,-115.512,10660.38,242.97,48.0,0
UAL660  ,United States,41.9749,-87.9147,,8.23,348.75,0
AAL1992 ,United States,44.2874,-116.5981,7932.42,246.48,311.11,0
TWY990  ,United States,37.9995,-119.5953,10972.8,203.3,259.06,0
QFA1850 ,Australia,-26.8719,152.0838,8061.96,186.87,297.91,0
FDX9040 ,United States,35.4917,-105.4504,12184.38,181.12,268.86,0
OKC471  ,United States,29.7043,-82.0355,12557.76,233.94,170.12,0
N622GG  ,United States,29.1541,-81.0307,3208.02,82.12,164.74,0
SWA2946 ,United States,41.1128,-95.21,5836.92,231.32,118.27,0
N416RJ  ,United States,33.6439,-117.8879,655.32,104.79,199.5,0
SMR273  ,Tajikistan,51.2131,51.2914,10363.2,200.1,301.12,0
N3257S  ,United States,30.6569,-97.161,518.16,50.92,108.25,0
RPA3448 ,United States,42.3021,-85.1513,9334.5,254.72,91.39,0
IBE07WY ,Spain,45.2413,-3.7195,11285.22,265.56,191.96,0
ISU2    ,United States,39.4728,-87.4688,1219.2,32.49,293.32,0
FFT2887 ,United States,33.4342,-112.008,,0.0,320.62,0
ZKWKF   ,New Zealand,-37.8489,175.3088,304.8,52.29,193.08,0
N57KY   ,United States,36.419,-84.6511,2278.38,92.15,173.59,0
EJA383  ,United States,42.819,-86.6245,13106.4,190.22,327.26,0
N30370  ,United States,33.7809,-83.6702,563.88,40.55,35.71,0
SWA2185 ,United States,36.0481,-115.7141,4343.4,161.38,161.8,0
AFR19TP ,France,49.2131,4.5479,8252.46,212.19,68.97,0
RPA4387 ,United States,41.7668,-80.9995,6400.8,221.98,73.16,0
N758FZ  ,United States,35.0199,-85.4166,1379.22,57.77,298.16,0
AFR79VF ,France,49.9787,2.1553,7757.16,180.97,337.08,0
SWA33   ,United States,32.8973,-97.0247,2567.94,139.7,225.9,0
N220HG  ,United States,32.4999,-96.7311,1097.28,35.7,126.21,0
SKW5564 ,United States,41.9464,-86.5268,1920.24,158.26,122.66,0
UAL574  ,United States,36.8017,-116.9861,10698.48,234.47,332.42,0
N900EZ  ,United States,34.2622,-119.3382,944.88,87.72,103.22,0
DAL85   ,United States,44.0075,-61.6291,11277.6,205.34,252.65,0
N310MT  ,United States,41.2989,-90.0383,3291.84,110.0,140.5,0
UTY4823 ,Australia,-26.1583,150.6126,9243.06,196.13,298.51,0
SJJ176  ,United States,38.5768,-91.2557,2941.32,157.1,84.55,0
N810AM  ,United States,39.5629,-104.8137,1897.38,48.48,289.2,0
AAL2845 ,United States,40.7957,-111.9778,,9.77,357.19,0
DAL2716 ,United States,37.9649,-81.413,10972.8,195.84,317.13,0
ENY3581 ,United States,41.884,-87.6313,1524.0,119.87,90.25,0
ASA1190 ,United States,40.4978,-120.6203,11887.2,220.68,169.66,0
JAL67   ,Japan,47.4547,-122.3062,,2.5700000000000003,345.94,0
OKNGX   ,Czech Republic,57.5989,16.3559,8534.4,162.66,33.39,0
AFR17GX ,France,51.0438,6.816,11277.6,211.26,27.88,0
DAL995  ,United States,39.508,-101.2515,8229.6,255.0,107.01,0
AFR47BH ,France,51.2394,0.1829,3147.06,124.41,314.66,0
WJA1590 ,Canada,33.9868,-84.8203,3855.72,187.2,141.81,0
00000000,France,60.3178,24.9707,,0.0,241.88,0
AAL2055 ,United States,28.1249,-81.1831,8846.82,231.34,342.13,0
AFR23WJ ,France,47.0141,3.5246,10965.18,239.1,119.38,0
DAL2196 ,United States,42.3603,-71.0225,,4.89,123.75,0
RYR9QE  ,Ireland,53.8549,-3.0938,,5.92,5.62,0
N57MC   ,United States,35.5297,-114.4167,11521.44,204.18,250.88,0
N225N   ,United States,33.1267,-117.283,,0.0,258.75,0
N324AJ  ,United States,38.9958,-104.7383,3680.46,100.64,80.59,0
N359LL  ,United States,46.8645,-96.7063,624.84,68.1,137.76,0
AFR91EM ,France,49.0002,2.7039,350.52,77.97,265.08,0
ASA715  ,United States,41.2592,-112.6016,6758.94,214.64,322.5,0
ACA7301 ,Canada,39.1492,-109.7179,12199.62,212.6,235.85,0
RYR454G ,Ireland,51.6991,-0.1168,4114.8,127.55,7.18,0
RYR88SN ,Ireland,51.879,-0.343,15.24,73.42,253.72,0
DAL2461 ,United States,41.6668,-72.9186,10096.5,202.6,232.64,0
N225MV  ,United States,32.813,-117.1454,,1.29,331.88,0
N233MH  ,United States,40.5547,-105.0536,1630.68,47.85,88.77,0
N101WD  ,United States,36.2769,-80.8072,8252.46,190.21,9.18,0
DAL719  ,United States,37.5831,-79.2517,10797.54,213.68,230.18,0
SWA1470 ,United States,36.7085,-102.9608,10972.8,170.34,250.96,0
UAL633  ,United States,42.4295,-100.9241,10668.0,248.96,86.45,0
IGA731  ,Poland,41.115,47.9204,10058.4,252.76,94.2,0
EIN58K  ,Ireland,45.7862,-4.2713,10972.8,198.91,352.12,0
GPD116  ,United States,18.2924,-65.2911,3779.52,117.91,104.4,0
JBU558  ,United States,23.4345,-69.1396,9753.6,239.31,1.6,0
JZA747  ,Canada,36.3051,-81.7198,6789.42,211.57,151.38,0
SKW3453 ,United States,43.7785,-116.8786,10668.0,204.5,114.05,0
N20521  ,United States,26.2104,-81.0979,579.12,50.27,107.88,0
FLE7900 ,Canada,47.2097,-103.0219,11887.2,240.36,53.79,0
DZR359  ,United States,30.5758,-84.3287,13106.4,257.75,132.74,0
N984GB  ,United States,39.0677,-89.3863,12192.0,169.76,246.23,0
N223TC  ,United States,36.3025,-79.3275,1676.4,72.54,48.74,0
N397CM  ,United States,27.97,-82.7233,251.46,56.7,273.64,0
AFR29LP ,France,51.9657,16.6261,11277.6,218.75,76.81,0
GJS4462 ,United States,40.2445,-87.862,9144.0,235.76,178.0,0
KLM147  ,Kingdom of the Netherlands,43.6797,-79.6202,,5.14,53.44,0
TVQ6601 ,Czech Republic,-20.5105,-41.4164,11582.4,208.41,209.1,0
RYR809N ,Ireland,39.947,-8.8679,9227.82,255.05,196.64,0
FHMNL   ,France,-17.4852,-149.7665,30.48,35.66,133.83,0
DAL2264 ,United States,34.4033,-87.3421,10675.62,266.42,153.14,0
DAL498  ,United States,36.0028,-98.4477,10668.0,292.21,90.3,0
N902CL  ,United States,33.6255,-111.9086,,6.69,45.0,0
N810CK  ,United States,40.2399,-86.7824,13106.4,218.07,254.26,0
N392B   ,United States,31.9383,-98.3526,2705.1,75.36,85.3,0
AAL1609 ,United States,36.4987,-77.962,8229.6,235.91,20.69,0
BAW916N ,United Kingdom,50.2438,8.9795,1539.24,125.39,83.17,0
N865SL  ,United States,33.7781,-118.3006,259.08,44.45,307.0,0
DAL2033 ,United States,42.0847,-95.2588,10668.0,262.05,87.75,0
CXK419  ,United States,40.6653,-73.0527,693.42,61.54,128.21,0
N902CF  ,United States,32.8865,-111.9088,1135.38,71.55,63.07,0
XAX327  ,Malaysia,2.7947,101.5439,3261.36,162.52,145.71,0
N166MD  ,United States,35.053,-90.3247,1805.94,82.68,253.37,0
AAL475  ,United States,29.7319,-80.6707,9753.6,252.43,183.04,0
N537MA  ,United States,33.7546,-118.149,1036.32,52.94,304.31,0
CSS102  ,China,62.6902,-154.6919,10363.2,239.07,302.25,0
CPT8018 ,United States,47.3594,-98.7422,,83.32,286.87,0
AAL1801 ,United States,25.8426,-80.3863,525.78,86.99,120.96,0
BAW465M ,United Kingdom,41.6123,-3.1045,9875.52,202.71,359.13,0
BAW66JC ,United Kingdom,37.1915,27.0857,11894.82,243.42,136.28,0
AVA9417 ,Colombia,4.4766,-75.2811,5394.96,212.49,269.17,0
SHT18H  ,United Kingdom,51.4698,-0.4847,,0.64,354.38,0
BAW5GU  ,United Kingdom,51.4122,3.1275,10797.54,208.85,300.17,0
BAW8CF  ,United Kingdom,45.3676,7.7894,10957.56,218.37,321.02,0
BAW31   ,United Kingdom,45.685,24.7017,11277.6,243.88,122.68,0
N3733D  ,United States,38.9096,-90.4312,160.02,44.48,5.97,0
JRE845  ,United States,40.5144,-73.7105,8176.26,241.48,47.85,0
TOM630  ,United Kingdom,28.7127,-80.8078,2446.02,124.47,243.75,0
NOZ2PC  ,Norway,60.2413,11.2834,12496.8,228.92,95.42,0
SWA4443 ,United States,40.295,-104.9929,10957.56,218.1,255.8,0
JAL408  ,Japan,47.43,19.6979,10668.0,227.37,120.45,0
N3733G  ,United States,30.7247,-98.2434,426.72,50.95,16.42,0
AAL37   ,United States,38.6925,-86.1978,10972.8,214.22,238.75,0
DAL8918 ,United States,40.498,-73.9557,11277.6,266.7,46.17,0
EPI187  ,United States,29.0541,-80.9596,30.48,31.33,60.49,0
N537ND  ,United States,39.874,-105.0353,1821.18,42.18,257.32,0
AAL922  ,United States,36.0781,-115.1536,,9.26,270.0,0
