callsign,originCountry,lat,lon,alt,vel,dir,cat
N1MG    ,United States,41.3807,-79.2657,11277.6,255.45,67.88,0
JIA5532 ,United States,35.8527,-80.8923,5006.34,190.38,9.49,0
UAL263  ,United States,33.8128,-99.1306,10668.0,251.46,138.48,0
,United States,35.6716,-86.0229,1676.4,43.49,332.53,0
DAL400  ,United States,42.4589,-71.13,2377.44,155.32,96.47,0
UAL714  ,United States,39.0903,-106.9028,10668.0,263.44,51.18,0
N3720T  ,United States,29.1758,-81.8757,2636.52,48.12,6.14,0
JZA969  ,Canada,38.7322,-90.3268,243.84,69.09,301.91,0
TOM7BA  ,United Kingdom,51.1555,-0.1373,7.62,77.9,257.8,0
N102PG  ,United States,37.2889,-88.0102,8930.64,273.5,121.15,0
N30JA   ,United States,41.2612,-89.3851,906.78,57.05,50.86,0
CXK147  ,United States,32.8071,-112.0278,1973.58,60.02,314.65,0
AAL1351 ,United States,36.1588,-92.823,10683.24,298.48,88.52,0
UAL1778 ,United States,41.973,-87.9149,,6.94,0.0,0
N5328Z  ,United States,30.9963,-82.2622,1828.8,60.33,176.09,0
CXK119  ,United States,33.1562,-96.5898,236.22,32.45,2.73,0
TKJ5TL  ,Latvia,40.7759,29.5334,2133.6,144.12,136.74,0
ZKFCO   ,New Zealand,-39.6622,176.7421,121.92,38.67,303.06,0
ZKHFG   ,New Zealand,-38.6476,176.0962,365.76,27.08,218.83,0
ISU3    ,United States,39.2222,-87.4205,861.06,51.44,8.05,0
N1218P  ,United States,40.3711,-83.9673,853.44,71.53,97.02,0
N5344H  ,United States,35.2049,-89.7097,1097.28,49.78,193.75,0
N2476U  ,United States,33.9561,-117.7653,701.04,44.2,219.81,0
JBU1653 ,United States,20.0281,-68.6364,10668.0,245.71,123.12,0
CXK583  ,United States,32.4765,-96.1971,1158.24,52.9,229.34,0
BTI3HK  ,Latvia,54.6412,25.2827,,0.0,78.75,0
N715CB  ,United States,33.3193,-83.992,12207.24,197.95,327.63,0
ETH3710 ,Ethiopia,49.5084,7.7557,9509.76,231.61,307.33,0
AXM104  ,Malaysia,12.183,101.1126,11894.82,228.86,170.69,0
AAL3082 ,United States,37.6539,-76.1868,10972.8,217.42,206.87,0
SWR8WZ  ,Latvia,39.3664,12.5196,10972.8,221.83,339.93,0
RPA3481 ,United States,35.0792,-80.9549,967.74,95.92,356.0,0
CXK172  ,United States,29.2691,-98.3169,784.86,50.86,82.44,0
ILU28L  ,United States,40.0403,-88.2523,487.68,58.57,141.42,0
N15317  ,United States,38.6878,-104.6391,3810.0,95.18,0.93,0
JBU1366 ,United States,27.9407,-83.1081,3063.24,168.64,63.75,0
EZY93QC ,United Kingdom,41.688,-11.1428,10363.2,197.56,22.02,0
CAL5345 ,Taiwan,36.9566,140.6769,11582.4,206.72,231.16,0
TVF44MZ ,France,47.0497,-1.353,10972.8,184.38,34.89,0
DFEAG   ,Germany,49.2619,8.6453,6096.0,122.5,354.46,0
N347CD  ,United States,35.7876,-97.4591,701.04,70.87,27.68,0
EDV5151 ,United States,42.2726,-71.267,8526.78,204.99,206.37,0
TVF311  ,France,48.5847,1.9714,1356.36,111.36,38.25,0
CXK253  ,United States,40.224,-111.719,,0.0,281.25,0
EZY39CL ,United Kingdom,43.1661,-3.8052,10972.8,193.16,353.42,0
SWA1064 ,United States,29.9672,-95.169,3078.48,152.85,193.43,0
CAL5115 ,Taiwan,35.2162,137.4703,12192.0,200.05,236.96,0
CXK188  ,United States,39.6217,-104.6058,2240.28,60.33,86.09,0
KLM65D  ,Kingdom of the Netherlands,48.7928,2.7923,10668.0,268.38,203.62,0
DCM6510 ,United States,27.8398,-80.3251,11582.4,210.71,204.06,0
EZY29RZ ,United Kingdom,49.6732,-8.9099,11894.82,205.32,20.84,0
N172JK  ,United States,32.7372,-93.7939,853.44,29.18,9.13,0
N37CJ   ,United States,33.4333,-112.366,304.8,37.36,218.29,0
N445H   ,United States,39.8068,-107.0738,13114.02,227.05,241.0,0
AAR211  ,Republic of Korea,37.3381,126.9819,2293.62,130.96,259.13,0
SWA4509 ,United States,41.5096,-105.9952,10668.0,237.54,85.03,0
PTN67U  ,Germany,48.982,2.7667,1203.96,123.85,265.47,0
AAL2341 ,United States,31.7288,-97.26,9311.64,225.26,186.56,0
N844GT  ,United States,38.7531,-95.1422,2446.02,140.63,92.94,0
N2873R  ,United States,32.789,-100.8797,1950.72,62.94,314.01,0
SWA2529 ,United States,29.7487,-95.2357,2004.06,152.12,193.1,0
SWA868  ,United States,41.531,-99.9175,10972.8,213.14,250.69,0
N37CP   ,United States,26.6591,-81.2503,2606.04,85.69,291.48,0
N46210  ,United States,29.0437,-81.393,579.12,45.51,5.84,0
UAL1689 ,United States,41.0346,-97.9572,9753.6,209.9,269.44,0
AAL2346 ,United States,38.5218,-77.5733,8534.4,224.6,222.87,0
N39GG   ,United States,42.0474,-113.4124,8763.0,188.56,120.13,0
N964SP  ,United States,30.6445,-97.681,396.24,37.1,3.18,0
KAL282  ,Republic of Korea,49.397,-65.8286,9753.6,260.3,341.21,0
N489AM  ,United States,33.4314,-85.0279,3810.0,155.88,269.81,0
DAL2866 ,United States,44.6024,-93.1073,3291.84,193.67,119.08,0
WEN3277 ,Canada,50.1465,-122.8511,7315.2,177.5,359.34,0
ASI560  ,United States,33.687,-112.0937,449.58,36.62,85.97,0
AAL2059 ,United States,33.4385,-111.9991,,2.31,202.5,0
DAL411  ,United States,41.6858,-80.9631,11277.6,263.2,67.6,0
AAL71   ,United States,33.411,-97.6323,5059.68,197.27,177.16,0
AAL3204 ,United States,34.8683,-80.8694,1226.82,109.6,275.66,0
N665DM  ,United States,41.3483,-96.6793,1615.44,80.61,8.44,0
PDU72   ,United States,40.4164,-86.9332,,0.06,185.62,0
N767CG  ,United States,41.2462,-95.7753,632.46,42.7,180.69,0
RPA3666 ,United States,38.1623,-77.5365,3581.4,166.42,18.38,0
LMU613  ,Egypt,53.0146,24.5018,10843.26,236.02,58.46,0
TRF587  ,United States,32.9596,-96.7887,594.36,53.62,241.96,0
SWA4416 ,United States,37.2516,-119.8472,8839.2,206.12,171.24,0
EZY137C ,United Kingdom,55.8683,-3.0404,1409.7,131.71,0.67,0
EZY82AB ,United Kingdom,41.1122,-3.1863,10972.8,208.49,349.91,0
RPA3496 ,United States,41.6022,-87.6917,3451.86,188.89,152.95,0
N552LE  ,United States,44.091,-121.1941,1249.68,39.94,352.6,0
N737WA  ,United States,34.7741,-82.3595,396.24,34.39,235.36,0
IBE0137 ,Spain,4.0844,-74.7763,12496.8,260.88,223.8,0
JAL34   ,Japan,35.5613,139.7876,,4.89,261.56,0
N524BS  ,United States,32.1317,-102.1743,1935.48,86.02,323.27,0
JJA4104 ,Republic of Korea,34.4649,126.882,10012.68,223.33,358.68,0
N638SC  ,United States,40.0887,-111.7109,1958.34,33.38,241.46,0
N172KJ  ,United States,41.736,-88.52590000000001,830.58,47.4,207.12,0
N773SW  ,United States,45.8759,-101.4514,12496.8,237.74,70.27,0
ASH6315 ,United States,29.3508,-95.6044,5646.42,184.86,226.58,0
N292LH  ,United States,28.7727,-81.1864,480.06,40.86,100.89,0
FFT3315 ,United States,38.3884,-121.4318,2247.9,122.59,315.51,0
CFE76D  ,United Kingdom,52.1968,-0.4575,6568.44,157.41,334.86,0
SWA1307 ,United States,37.1172,-93.5568,10058.4,263.5,36.83,0
VOI1719 ,United States,33.9393,-118.3853,7.62,44.09,262.63,0
N19679  ,United States,25.972,-80.4396,426.72,48.55,282.86,0
TRA22H  ,Kingdom of the Netherlands,50.2615,3.0849,11582.4,216.0,49.44,0
TVF3055 ,France,48.726,2.3717,,9.77,73.12,0
N864SL  ,United States,32.9931,-116.7832,1303.02,44.4,136.88,0
N923GT  ,United States,32.4179,-110.9952,1173.48,73.78,4.4,0
WCP321  ,United States,27.4292,-80.4041,441.96,45.24,342.8,0
CFWAL   ,Canada,48.3752,-89.3232,,3.6,337.5,0
TRA93V  ,France,41.6082,-8.7049,10972.8,207.91,18.17,0
EJA337  ,United States,30.7412,-81.4472,2522.22,147.09,6.63,0
LOT304  ,Poland,51.9442,20.3749,2651.76,137.99,2.35,0
JZA961  ,Canada,41.9718,-87.9148,,5.92,326.25,0
AAY2265 ,United States,33.2954,-111.6456,,9.77,225.0,0
UAL1389 ,United States,40.0357,-83.3542,4198.62,159.83,284.35,0
WUP465  ,United States,30.568,-86.6671,617.22,85.62,114.87,0
N717LA  ,United States,32.3616,-93.1911,12496.8,277.4,104.94,0
N144CT  ,United States,26.4296,-80.3728,640.08,54.64,322.27,0
N3263Z  ,United States,60.4,-151.2267,1158.24,45.09,343.43,0
JIA5358 ,United States,42.9036,-87.2569,10668.0,272.98,105.63,0
RSX3111 ,Egypt,52.8055,22.5545,11277.6,239.11,11.16,0
UAL2070 ,United States,40.647,-74.2572,1013.46,118.27,321.53,0
N1RH    ,United States,32.1283,-81.1683,137.16,62.26,270.95,0
AVA046  ,United States,38.8474,-11.3589,12496.8,240.76,74.51,0
SKW4033 ,United States,34.415,-84.402,6530.34,203.72,0.0,0
AAL2587 ,United States,40.7972,-73.861,167.64,65.22,212.44,0
FB216   ,United States,32.7379,-96.3948,2552.7,72.33,185.31,0
TVF82KN ,France,47.6186,-0.1427,8534.4,168.61,66.25,0
ENY3644 ,United States,41.1599,-90.4416,1562.1,132.76,54.46,0
TVF7074 ,France,45.2159,3.0042,8290.56,234.9,169.53,0
CXK581  ,United States,29.4167,-98.2846,1051.56,52.46,78.69,0
CXK506  ,United States,30.9408,-97.3029,952.5,47.18,64.83,0
TVF47BY ,France,44.2169,-1.271,11582.4,191.42,26.15,0
RMY3508 ,Malaysia,22.3326,114.0601,1607.82,116.88,116.11,0
AFR6732 ,France,51.302,-9.6351,9144.0,244.18,292.03,0
DAL3045 ,United States,30.6228,-85.7264,2461.26,146.67,20.53,0
MXY128  ,United States,31.7335,-81.4611,10668.0,252.85,44.09,0
MSC2931 ,Egypt,40.3986,21.0493,11285.22,241.22,139.58,0
JAL36   ,Japan,35.0903,139.8497,2346.96,141.24,345.66,0
KAL970  ,Republic of Korea,41.6136,43.3012,11277.6,264.48,100.2,0
KAL032  ,Republic of Korea,49.8391,-115.9497,10972.8,262.16,322.82,0
,United States,41.8516,-89.4449,541.02,55.54,195.58,0
N3940Q  ,United States,33.2739,-84.5617,746.76,37.53,236.75,0
N1RF    ,United States,42.3614,-71.0127,,14.4,19.69,0
NMA602  ,Egypt,35.521,30.848,10363.2,241.97,357.81,0
N8408L  ,United States,39.8649,-83.6503,883.92,58.08,108.6,0
NKS922  ,United States,34.0526,-79.1687,10363.2,223.92,214.89,0
TWB158  ,Republic of Korea,24.8553,120.4848,10668.0,260.83,44.44,0
N9897F  ,United States,33.3312,-118.4747,220.98,50.72,323.25,0
AAL2083 ,United States,35.841,-77.0149,10058.4,249.43,31.59,0
CXK458  ,United States,32.4336,-96.9165,342.9,36.07,93.27,0
AHK204  ,China,25.0972,121.9455,10668.0,271.41,49.3,0
SWA191  ,United States,28.8414,-88.6523,10972.8,210.77,277.71,0
MXD171  ,Malaysia,-34.3276,150.3262,5326.38,174.49,61.47,0
N9086G  ,United States,31.9457,-92.3495,2583.18,63.83,220.75,0
JIA5350 ,United States,38.7522,-77.8393,9745.98,230.2,198.64,0
AHK216  ,China,23.502299999999998,120.0689,10058.4,261.01,42.84,0
DIDAH   ,Germany,51.2685,17.7153,9174.48,163.22,87.65,0
LSJ602  ,Canada,46.7651,-71.859,4754.88,93.88,297.41,0
N485V   ,United States,36.0907,-86.2124,1219.2,47.67,29.05,0
AAL699  ,United States,33.4311,-112.0089,327.66,80.25,90.0,0
AAL2863 ,United States,31.7277,-92.1718,11277.6,263.48,67.74,0
AAL1520 ,United States,32.9318,-80.258,1905.0,133.32,271.99,0
EJA789  ,United States,29.0921,-84.2593,12192.0,216.37,288.87,0
EJA388  ,United States,32.731700000000004,-83.5469,12192.0,187.26,327.79,0
ANA8506 ,Japan,37.016,140.4962,6256.02,232.5,133.83,0
N91804  ,United States,43.7423,-96.6997,1303.02,61.66,190.09,0
ENY3851 ,United States,37.3697,-121.9308,,0.0,47.81,0
MSR029  ,Egypt,29.6617,32.0148,5798.82,160.84,301.0,0
SWA6116 ,United States,30.092,-82.2029,8740.14,248.75,164.53,0
MSR779  ,Egypt,50.181,7.7442,10972.8,240.96,293.66,0
DAL8931 ,United States,42.5393,-83.522,1005.84,140.58,87.48,0
N18PY   ,United States,30.4528,-85.1962,3352.8,91.44,60.69,0
LXJ445  ,United States,36.2588,-114.4433,3421.38,142.85,231.73,0
JIA5131 ,United States,33.9548,-83.0171,8991.6,266.82,56.8,0
SJO411  ,Japan,35.9438,139.6547,8122.92,239.34,13.17,0
IBS18HK ,Spain,48.2474,2.2585,10668.0,287.72,209.45,0
MSC885  ,Egypt,41.3194,44.6259,10675.62,241.78,97.46,0
CXK505  ,United States,32.6752,-97.1261,487.68,52.21,174.35,0
MSC901  ,Egypt,29.1708,32.7894,10180.32,198.34,304.43,0
SWA3247 ,United States,38.2341,-103.2294,11582.4,175.04,240.8,0
ASH6052 ,United States,38.5408,-79.2849,7642.86,231.82,75.87,0
MSC2968 ,Egypt,38.2604,25.1256,10965.18,228.87,328.42,0
N3927R  ,United States,32.8234,-117.2876,289.56,46.43,344.58,0
VAR447  ,United States,33.5027,-112.8908,830.58,55.87,36.76,0
SKW3780 ,United States,42.4364,-75.9779,9022.08,251.02,108.4,0
JBU2466 ,United States,30.061,-81.3692,11277.6,232.32,357.08,0
SKW425X ,United States,40.247,-104.5492,3124.2,126.29,248.24,0
FFT1069 ,United States,31.1169,-93.7758,9631.68,215.15,227.23,0
JRE730  ,United States,44.8586,-120.9783,4945.38,157.23,350.01,0
ACA417  ,Canada,45.3367,-74.9037,7551.42,179.43,256.4,0
TWB130  ,Republic of Korea,25.0843,120.7321,10058.4,261.55,44.76,0
DAL348  ,United States,35.3863,-95.781,11277.6,300.45,89.51,0
N129K   ,United States,47.4478,-122.1511,838.2,39.41,125.97,0
ZKFGD   ,New Zealand,-39.6363,176.7728,-45.72,32.23,208.61,0
EJA127  ,United States,40.4454,-100.9874,13106.4,215.25,259.95,0
N590CL  ,United States,27.8464,-78.9765,12230.1,253.56,124.33,0
N737JX  ,United States,45.1523,-93.8435,251.46,29.32,0.0,0
UAL2429 ,United States,30.7633,-100.9048,10363.2,213.86,284.2,0
AAL1457 ,United States,39.6667,-75.1243,11277.6,255.11,43.28,0
N730JZ  ,United States,33.6166,-115.5924,7010.4,166.86,83.09,0
KLM29T  ,Kingdom of the Netherlands,50.1902,9.5835,11277.6,225.65,118.9,0
SWA1424 ,United States,35.5219,-115.928,11277.6,249.82,47.67,0
N172LF  ,United States,38.8897,-90.6877,640.08,56.54,82.68,0
N8599V  ,United States,37.1013,-75.8826,1493.52,52.0,2.27,0
SCX368  ,United States,44.6039,-93.0231,2034.54,120.19,32.06,0
N422MP  ,United States,34.4227,-79.5701,13708.38,236.75,20.88,0
N340AU  ,United States,31.6304,-85.4458,1516.38,68.94,0.43,0
N37DA   ,United States,35.1009,-94.3953,2560.32,84.87,347.4,0
AAL992  ,United States,33.8992,-81.9104,7604.76,218.63,20.52,0
JIA5057 ,United States,38.0519,-82.4629,9753.6,211.85,254.07,0
TWB192  ,Republic of Korea,35.3635,126.8911,8831.58,240.14,5.04,0
N440BC  ,United States,28.361,-97.0341,4572.0,136.9,38.59,0
CXK158  ,United States,33.6232,-95.6588,1805.94,55.19,258.17,0
NOZ1YK  ,Norway,60.0177,5.9411000000000005,2484.12,134.27,286.7,0
BFX15P  ,Germany,49.5083,10.9805,541.02,82.65,98.23,0
TRA6904 ,Kingdom of the Netherlands,44.0221,21.3517,11582.4,228.15,325.84,0
KLM1189 ,Kingdom of the Netherlands,55.6019,6.0385,11887.2,206.63,14.42,0
TRA5752 ,Kingdom of the Netherlands,41.0066,-3.6962,11582.4,209.17,25.49,0
KAL251  ,Republic of Korea,25.7855,-80.3285,,77.74,87.72,0
TRA43K  ,Kingdom of the Netherlands,49.4967,2.1195,10972.8,179.76,37.56,0
SKW5360 ,United States,41.9716,-87.9096,,7.2,289.69,0
KLM90N  ,Kingdom of the Netherlands,52.3433,3.3025,6377.94,160.0,65.5,0
SWA4354 ,United States,37.7185,-83.2232,9753.6,208.78,241.6,0
N122MX  ,United States,39.0997,-77.5662,342.9,53.22,343.14,0
LXJ96   ,United States,27.1269,-84.0877,13243.56,246.97,112.67,0
RPA4671 ,United States,40.0048,-75.551,6705.6,184.16,226.81,0
KLM87Q  ,Kingdom of the Netherlands,49.8892,3.3501,10668.0,263.92,210.06,0
LOT45   ,Poland,61.6441,-22.2754,11582.4,226.73,263.62,0
SWA3111 ,United States,39.6271,-108.9798,10972.8,218.68,264.33,0
N445VL  ,United States,36.9567,-79.0453,9753.6,207.33,228.32,0
N744AH  ,United States,33.2581,-111.8025,571.5,37.94,167.47,0
N254DV  ,United States,38.9793,-104.647,12313.92,266.86,101.11,0
N96FF   ,United States,40.2144,-105.0148,2171.7,39.31,6.01,0
N4314B  ,United States,30.2927,-89.771,2758.44,89.33,85.04,0
SWA2145 ,United States,33.4344,-111.9964,,0.0,272.81,0
XALPK   ,Mexico,26.3973,-99.6915,5897.88,187.2,33.34,0
N13365  ,United States,21.1534,-157.565,1584.96,36.67,124.14,0
SWA4967 ,United States,29.4341,-92.5907,10972.8,216.25,277.24,0
XAX523  ,Malaysia,7.1285,113.3988,10972.8,249.61,233.3,0
SWA2088 ,United States,32.6208,-100.1184,11582.4,189.77,262.84,0
N206SJ  ,United States,41.6559,-75.3435,2301.24,51.06,257.78,0
N124H   ,United States,34.224,-97.1554,11277.6,254.64,81.87,0
JIA5399 ,United States,39.6833,-76.0548,5334.0,177.58,230.41,0
N737ZC  ,United States,39.722,-104.4662,2011.68,44.67,118.93,0
EZS48FX ,Switzerland,47.3876,-0.082,10972.8,194.95,57.61,0
N38BG   ,United States,41.0382,-91.4822,2095.5,86.26,174.87,0
JIA5388 ,United States,38.847,-77.0294,99.06,68.22,322.35,0
N941MA  ,United States,40.5102,-86.7598,9151.62,105.93,330.95,0
QTR85K  ,Qatar,41.1287,7.8278,12184.38,247.48,269.05,0
LOT6524 ,Poland,52.1521,20.9849,3512.82,0.0,56.25,0
RVJ933  ,United States,39.6167,-79.8807,6035.04,190.72,12.46,0
N933MS  ,United States,38.1985,-92.8054,12496.8,268.24,143.66,0
N5626Y  ,United States,35.8191,-86.2569,8229.6,187.47,84.96,0
SWR825M ,Latvia,47.4526,8.5578,,1.54,95.62,0
JSX655  ,United States,36.0868,-115.1664,,3.6,270.0,0
SWT296A ,Spain,53.4091,-4.1023,11887.2,219.8,92.01,0
MTU29   ,United States,35.8876,-86.3962,464.82,55.96,186.86,0
EZS76DZ ,Switzerland,53.5072,9.7388,3581.4,177.65,186.65,0
EZS41AD ,Switzerland,44.505,14.3608,9753.6,200.21,308.64,0
SWEEPR17,Australia,-37.671,144.845,,3.09,345.94,0
SEH7KA  ,Greece,37.6532,24.1663,3299.46,134.23,289.48,0
CSS6812 ,China,39.5505,114.9184,9784.08,193.05,242.55,0
AAL873  ,United States,26.5156,-83.3432,8732.52,239.53,297.5,0
AAL4    ,United States,33.9397,-118.4064,,0.0,348.75,0
N102GG  ,United States,34.2575,-83.52590000000001,1676.4,62.84,177.18,0
N9025F  ,United States,30.2401,-98.8573,1097.28,62.93,274.22,0
EZS13GF ,Switzerland,43.8145,1.5350000000000001,11574.78,200.57,58.1,0
ASH6038 ,United States,30.886400000000002,-98.0229,10668.0,264.11,97.5,0
SWA2258 ,United States,36.2914,-79.7305,10363.2,218.7,219.08,0
EZS46MG ,Switzerland,46.0783,6.7052,8770.62,201.34,357.51,0
N149WW  ,United States,34.2018,-118.3599,,0.0,75.94,0
N633SF  ,United States,32.0874,-88.5929,3855.72,205.38,230.49,0
TVS4119 ,Czech Republic,39.2095,24.4694,10972.8,230.45,329.26,0
TVL5155 ,Czech Republic,44.7782,14.7354,11277.6,230.99,51.42,0
EZS45UG ,Switzerland,44.6716,8.4208,11239.5,216.73,326.42,0
EZS28PY ,Switzerland,45.9656,5.8682,2438.4,115.51,292.8,0
EZS63WC ,Switzerland,43.8332,6.1053,11582.4,211.21,26.94,0
EZS34MY ,Switzerland,51.4992,5.32,6903.72,227.7,163.33,0
EZS75JG ,Switzerland,48.9095,8.1738,11894.82,240.63,197.54,0
N7665X  ,United States,35.9279,-84.2892,1005.84,38.18,345.96,0
EZS81FT ,Switzerland,46.7417,6.8463,5875.02,175.53,217.14,0
CSC3891 ,China,14.2303,118.4742,10058.4,258.14,153.23,0
IBE0603 ,Spain,42.7894,-2.1827,10355.58,188.19,26.64,0
PDT5828 ,United States,42.6951,-78.1712,4381.5,201.73,108.9,0
AAL2926 ,United States,32.2803,-111.0416,1905.0,106.64,266.96,0
EJA422  ,United States,34.0322,-118.4319,160.02,57.48,224.27,0
DAL2787 ,United States,42.6305,-83.6897,2773.68,170.54,121.05,0
EZS36RQ ,Switzerland,43.0482,-0.1852,11574.78,198.76,56.19,0
UAL274  ,United States,36.8204,-84.5061,11887.2,281.31,69.44,0
SWA2952 ,United States,40.0433,-106.5445,10507.98,227.6,297.9,0
N23DC   ,United States,31.3943,-82.1358,2133.6,153.22,97.91,0
N7917K  ,United States,38.1402,-85.5661,426.72,79.42,159.92,0
N414RT  ,United States,31.5506,-82.3827,4282.44,114.28,290.56,0
BTI4PX  ,Latvia,57.0426,24.1706,1737.36,112.74,2.09,0
N56231  ,United States,30.8242,-86.0275,1219.2,68.94,270.43,0
N373EE  ,United States,28.4945,-81.0463,5486.4,169.99,330.64,0
N850ZM  ,United States,30.7237,-97.4705,6705.6,127.28,304.46,0
UAL1693 ,United States,42.164,-84.4709,11277.6,253.07,82.76,0
GMA03   ,United Kingdom,56.2061,-1.9276,5349.24,112.3,346.22,0
DAL1419 ,United States,39.2622,-74.1335,8732.52,220.12,210.94,0
TVS7K2  ,Czech Republic,39.3505,25.136,11582.4,227.8,328.86,0
IBE06GG ,Spain,45.3263,5.2127,10645.14,226.86,62.74,0
AAL2407 ,United States,47.8572,-121.7905,2865.12,135.4,258.6,0
N2168D  ,United States,39.9063,-105.1088,,4.12,303.75,0
N605JG  ,United States,47.2842,-122.5752,220.98,52.39,187.33,0
UZB3174 ,Uzbekistan,53.6853,18.272,10058.4,238.31,75.75,0
JZA237  ,Canada,46.3098,-80.7563,2575.56,112.09,341.81,0
N5378K  ,United States,33.8143,-118.1772,152.4,37.61,266.86,0
GTI3722 ,United States,33.4111,-114.8837,10675.62,256.44,99.93,0
DAL2169 ,United States,35.4877,-81.5671,7010.4,230.87,33.09,0
N79172  ,United States,44.0406,-91.3511,1348.74,26.23,11.31,0
ASA586  ,United States,38.2371,-105.2018,10668.0,252.36,129.04,0
EJA122  ,United States,41.5232,-103.421,13098.78,220.55,253.47,0
N177J   ,United States,41.7998,-82.1261,12496.8,279.5,104.5,0
N482MA  ,United States,36.9291,-76.8296,1554.48,88.39,52.33,0
SWA4559 ,United States,30.2875,-98.1207,4823.46,188.49,272.66,0
N36AA   ,United States,39.0832,-76.2439,2499.36,88.96,166.29,0
EZY35HF ,United Kingdom,48.2944,-2.452,10972.8,191.34,33.82,0
N9810G  ,United States,28.9527,-80.8258,792.48,26.92,153.92,0
EZY43UH ,United Kingdom,43.4557,21.7718,11574.78,229.71,321.82,0
MXY714  ,United States,40.0928,-73.2515,10850.88,202.08,230.47,0
N272WC  ,United States,33.8652,-117.6043,1341.12,54.23,313.08,0
N98SL   ,United States,42.1313,-71.8584,1287.78,96.52,121.49,0
TOM66L  ,United Kingdom,47.2837,-7.0565,11582.4,195.65,14.62,0
N21670  ,United States,28.0809,-81.937,647.7,51.1,265.38,0
EZY68ZJ ,United Kingdom,52.3008,13.5257,1303.02,106.53,218.53,0
AAL2829 ,United States,41.4385,-93.61,10363.2,203.27,268.55,0
SKW4910 ,United States,41.8528,-92.2774,4274.82,166.46,256.78,0
NKS505  ,United States,38.9143,-79.9175,6400.8,228.95,15.91,0
N373DG  ,United States,39.6261,-105.4366,12367.26,217.33,137.21,0
N195TH  ,United States,28.21,-81.5432,731.52,54.64,232.27,0
TWY677  ,United States,30.9934,-81.4217,12496.8,220.42,357.32,0
EJA633  ,United States,30.613,-81.0403,10972.8,223.53,182.77,0
WIF8RA  ,Norway,60.1712,11.1051,121.92,57.31,16.16,0
CNS125  ,United States,30.6398,-100.0967,7010.4,160.57,88.35,0
DAL2922 ,United States,44.5284,-121.7806,10972.8,254.78,335.04,0
SIA335  ,Singapore,12.7701,98.7693,10668.0,247.47,147.57,0
UAL351  ,United States,42.5361,-86.8152,4701.54,173.65,249.9,0
UAL2075 ,United States,39.3841,-107.116,11887.2,256.39,72.0,0
UAL2307 ,United States,35.1136,-116.0306,10363.2,221.6,228.58,0
MVK53   ,United States,44.4797,-93.9574,1790.7,47.91,356.92,0
SIA305  ,Singapore,11.8144,99.3774,10058.4,254.12,145.89,0
,United States,36.6919,-79.4357,937.26,67.29,53.39,0
N48500  ,United States,44.4442,-93.6388,1112.52,36.03,358.36,0
BLUE341 ,Canada,43.676,-79.6083,,3.09,45.0,0
N22G    ,United States,36.3808,-81.8408,11887.2,223.27,6.75,0
N104EC  ,United States,19.4051,-99.2882,2735.58,82.19,73.27,0
FIN4XD  ,Finland,60.3165,24.9567,,4.89,106.88,0
RPA3437 ,United States,40.9203,-74.3391,3116.58,160.59,358.16,0
N22FY   ,United States,31.6636,-82.2399,11300.46,212.46,338.4,0
N1473K  ,United States,36.4913,-97.3,3009.9,91.69,299.59,0
FIN78Y  ,Finland,60.4467,23.5192,4754.88,178.19,92.65,0
SKW3417 ,United States,36.1557,-121.3673,7924.8,190.09,321.7,0
FIN7RC  ,Finland,60.1908,21.3623,10881.36,236.7,71.76,0
,United States,30.6907,-91.3925,685.8,56.58,130.21,0
N252LM  ,United States,37.0646,-78.5972,2164.08,80.74,20.51,0
UAL1261 ,United States,34.4151,-89.3275,10668.0,273.91,57.89,0
N64PW   ,United States,40.4575,-104.6324,1424.94,40.69,177.1,0
EZS24YT ,Switzerland,38.9547,1.5779,10972.8,222.3,62.13,0
SKW4700 ,United States,41.95,-86.7682,5996.94,214.56,88.9,0
N737WQ  ,United States,38.9298,-90.4073,243.84,28.8,341.24,0
EJA864  ,United States,38.6268,-88.795,8488.68,236.33,357.63,0
DAL618  ,United States,34.9221,-89.9767,10363.2,223.44,2.24,0
VLG59Y  ,Spain,45.5947,5.1044,845.82,77.97,355.08,0
N4516W  ,United States,38.0435,-77.7105,2941.32,89.91,39.43,0
UAL1271 ,United States,32.6176,-115.5887,11285.22,240.65,122.16,0
N195S   ,United States,35.8327,-78.4683,1272.54,78.01,25.38,0
N787RP  ,United States,33.4638,-111.7224,426.72,32.94,231.34,0
N64259  ,United States,46.5707,-120.5313,426.72,27.27,238.11,0
RVF552  ,United States,62.4346,-153.8257,7315.2,135.14,302.72,0
KLM132  ,Kingdom of the Netherlands,37.4487,-122.3046,2590.8,129.36,186.16,0
,Canada,43.6796,-79.6349,,6.69,357.19,0
SWA2966 ,United States,29.5215,-95.2551,1569.72,131.73,133.42,0
UAL1144 ,United States,41.3328,-75.1484,8694.42,200.93,299.78,0
N34WC   ,United States,43.1309,-93.1043,822.96,77.08,281.16,0
LXJ533  ,United States,35.2845,-100.7345,13716.0,252.46,134.83,0
,Taiwan,23.3824,117.3643,8839.2,255.42,161.93,0
LFA317  ,United States,30.2657,-81.5305,594.36,45.11,172.79,0
EVA649  ,Taiwan,52.0492,-108.2478,9144.0,219.54,301.98,0
N87358  ,United States,31.9242,-80.7442,2750.82,91.59,25.27,0
ACA7053 ,Canada,52.9307,-106.7243,11879.58,259.29,98.1,0
